date,home,away,spread,homeWL,awayWL
1456113600000,MIN,BOS,2,0.30357142857142855,0.5789473684210527
1456113600000,ATL,GSW,-10,0.543859649122807,0.9074074074074074
1456200000000,DEN,SAC,-4,0.39285714285714285,0.42592592592592593
1456200000000,POR,BRK,8,0.5178571428571429,0.26785714285714285
1456200000000,PHI,ORL,-9,0.14545454545454545,0.4444444444444444
1456200000000,UTA,HOU,3,0.4909090909090909,0.5
1456200000000,WAS,NOP,20,0.46296296296296297,0.4
1456286400000,MEM,LAL,9,0.5818181818181818,0.1896551724137931
1456286400000,CHI,WAS,5,0.5272727272727272,0.4727272727272727
1456286400000,MIA,GSW,-6,0.5714285714285714,0.9090909090909091
1456286400000,SAC,SAS,-16,0.43636363636363634,0.8392857142857143
1456286400000,DAL,OKC,-13,0.5263157894736842,0.7142857142857143
1456286400000,DET,PHI,20,0.49122807017543857,0.14285714285714285
1456286400000,IND,NYK,3,0.5357142857142857,0.41379310344827586
1456286400000,TOR,MIN,9,0.6727272727272727,0.3157894736842105
1456286400000,CLE,CHO,11,0.7272727272727273,0.5272727272727272
1456286400000,LAC,DEN,-6,0.6607142857142857,0.38596491228070173
1456372800000,POR,HOU,-14,0.5263157894736842,0.49122807017543857
1456372800000,ORL,GSW,-16,0.45454545454545453,0.9107142857142857
1456372800000,BOS,MIL,5,0.5689655172413793,0.42105263157894735
1456372800000,NOP,OKC,4,0.39285714285714285,0.7192982456140351
1456372800000,UTA,SAS,-18,0.5,0.8421052631578947
1456372800000,PHO,BRK,-10,0.24561403508771928,0.2631578947368421
1456459200000,SAC,LAC,-10,0.42857142857142855,0.6491228070175439
1456459200000,IND,CHO,-1,0.543859649122807,0.5178571428571429
1456459200000,LAL,MEM,-17,0.1864406779661017,0.5892857142857143
1456459200000,ATL,CHI,15,0.5344827586206896,0.5357142857142857
1456459200000,TOR,CLE,2,0.6785714285714286,0.7321428571428571
1456459200000,DAL,DEN,6,0.5172413793103449,0.39655172413793105
1456459200000,NYK,ORL,13,0.4067796610169492,0.44642857142857145
1456459200000,PHI,WAS,-9,0.14035087719298245,0.4642857142857143
1456545600000,CHI,POR,-8,0.5263157894736842,0.5172413793103449
1456545600000,BOS,MIA,12,0.576271186440678,0.5614035087719298
1456545600000,MIL,DET,-11,0.41379310344827586,0.5
1456545600000,NOP,MIN,-2,0.40350877192982454,0.3103448275862069
1456545600000,HOU,SAS,-10,0.5,0.8448275862068966
1456545600000,UTA,BRK,-2,0.49122807017543857,0.27586206896551724
1456545600000,OKC,GSW,-3,0.7068965517241379,0.9122807017543859
1456545600000,PHO,MEM,5,0.2413793103448276,0.5964912280701754
1456632000000,ATL,CHO,11,0.5423728813559322,0.5263157894736842
1456632000000,DAL,MIN,27,0.5254237288135594,0.3220338983050847
1456632000000,DET,TOR,13,0.5084745762711864,0.6842105263157895
1456632000000,ORL,PHI,14,0.43859649122807015,0.13793103448275862
1456632000000,WAS,CLE,14,0.47368421052631576,0.7192982456140351
1456632000000,IND,POR,-9,0.5344827586206896,0.5254237288135594
1456632000000,NYK,MIA,-17,0.4166666666666667,0.5517241379310345
1456718400000,MIL,HOU,7,0.4067796610169492,0.4915254237288136
1456718400000,WAS,PHI,8,0.4827586206896552,0.13559322033898305
1456718400000,SAC,OKC,-15,0.42105263157894735,0.6949152542372882
1456718400000,BOS,UTA,5,0.5833333333333334,0.4827586206896552
1456718400000,CLE,IND,4,0.7068965517241379,0.5254237288135594
1456718400000,DEN,MEM,-7,0.3898305084745763,0.5862068965517241
1456718400000,LAC,BRK,10,0.6551724137931034,0.288135593220339
1456804800000,CHO,PHO,34,0.5172413793103449,0.2542372881355932
1456804800000,LAL,BRK,6,0.18333333333333332,0.2833333333333333
1456804800000,NYK,POR,-19,0.4098360655737705,0.5333333333333333
1456804800000,MIA,CHI,18,0.559322033898305,0.5172413793103449
1456804800000,DAL,ORL,13,0.5333333333333333,0.4482758620689655
1456804800000,GSW,ATL,4,0.9137931034482759,0.55
1456891200000,MIN,WAS,-6,0.31666666666666665,0.4915254237288136
1456891200000,MIL,IND,-5,0.4166666666666667,0.5166666666666667
1456891200000,ORL,CHI,13,0.4406779661016949,0.5084745762711864
1456891200000,DEN,LAL,10,0.38333333333333336,0.19672131147540983
1456891200000,PHI,CHO,-20,0.13333333333333333,0.5254237288135594
1456891200000,HOU,NOP,5,0.48333333333333334,0.39655172413793105
1456891200000,LAC,OKC,5,0.6610169491525424,0.7
1456891200000,MEM,SAC,6,0.5932203389830508,0.41379310344827586
1456891200000,TOR,UTA,10,0.6724137931034483,0.4745762711864407
1456891200000,SAS,DET,16,0.847457627118644,0.5166666666666667
1456891200000,BOS,POR,23,0.5901639344262295,0.5409836065573771
1456977600000,DAL,SAC,-3,0.5409836065573771,0.4067796610169492
1456977600000,MIA,PHO,16,0.5666666666666667,0.25
1456977600000,NOP,SAS,-8,0.3898305084745763,0.85
1456977600000,GSW,OKC,15,0.9152542372881356,0.6885245901639344
1457064000000,BOS,NYK,1,0.5967741935483871,0.4032258064516129
1457064000000,DEN,BRK,-1,0.39344262295081966,0.2786885245901639
1457064000000,TOR,POR,2,0.6779661016949152,0.532258064516129
1457064000000,PHI,MIA,-10,0.13114754098360656,0.5737704918032787
1457064000000,CLE,WAS,25,0.711864406779661,0.5
1457064000000,MEM,UTA,6,0.6,0.4666666666666667
1457064000000,MIL,MIN,15,0.4098360655737705,0.3114754098360656
1457064000000,ORL,PHO,-18,0.45,0.2459016393442623
1457064000000,CHO,IND,7,0.5333333333333333,0.5245901639344263
1457064000000,LAL,ATL,-29,0.1935483870967742,0.5409836065573771
1457150400000,LAC,ATL,-10,0.6666666666666666,0.5483870967741935
1457150400000,CLE,BOS,17,0.7166666666666667,0.6031746031746031
1457150400000,MIN,BRK,14,0.3064516129032258,0.2903225806451613
1457150400000,NYK,DET,13,0.3968253968253968,0.5081967213114754
1457150400000,SAS,SAC,10,0.8524590163934426,0.4166666666666667
1457150400000,CHI,HOU,8,0.5,0.4918032786885246
1457150400000,NOP,UTA,-12,0.38333333333333336,0.45901639344262296
1457150400000,WAS,IND,-1,0.4918032786885246,0.5161290322580645
1457236800000,TOR,HOU,-6,0.6833333333333333,0.4838709677419355
1457236800000,DEN,DAL,2,0.3870967741935484,0.532258064516129
1457236800000,MEM,PHO,-9,0.6065573770491803,0.25806451612903225
1457236800000,LAL,GSW,17,0.19047619047619047,0.9166666666666666
1457236800000,MIL,OKC,-8,0.41935483870967744,0.6774193548387096
1457236800000,MIA,PHI,5,0.5806451612903226,0.12903225806451613
1457236800000,DET,POR,20,0.5,0.5238095238095238
1457323200000,CHI,MIL,10,0.5081967213114754,0.4126984126984127
1457323200000,CLE,MEM,-3,0.7213114754098361,0.5967741935483871
1457323200000,IND,SAS,8,0.5238095238095238,0.8548387096774194
1457323200000,DAL,LAC,-19,0.5238095238095238,0.6557377049180327
1457323200000,NOP,SAC,3,0.3770491803278688,0.4098360655737705
1457323200000,CHO,MIN,5,0.5409836065573771,0.31746031746031744
1457323200000,GSW,ORL,6,0.9016393442622951,0.4426229508196721
1457409600000,DEN,NYK,16,0.3968253968253968,0.40625
1457409600000,POR,WAS,7,0.515625,0.4838709677419355
1457409600000,LAL,ORL,9,0.203125,0.43548387096774194
1457409600000,TOR,BRK,5,0.6721311475409836,0.2857142857142857
1457409600000,UTA,ATL,-7,0.46774193548387094,0.5555555555555556
1457409600000,MIN,SAS,-25,0.3125,0.8412698412698413
1457496000000,CHO,NOP,9,0.5483870967741935,0.3870967741935484
1457496000000,MIL,MIA,6,0.40625,0.5873015873015873
1457496000000,PHO,NYK,-31,0.2698412698412698,0.4
1457496000000,SAC,CLE,-9,0.4032258064516129,0.7096774193548387
1457496000000,GSW,UTA,21,0.9032258064516129,0.4603174603174603
1457496000000,OKC,LAC,12,0.6825396825396826,0.6612903225806451
1457496000000,DAL,DET,-6,0.515625,0.5079365079365079
1457496000000,BOS,MEM,20,0.59375,0.6031746031746031
1457496000000,PHI,HOU,-14,0.12698412698412698,0.49206349206349204
1457582400000,SAS,CHI,8,0.84375,0.5161290322580645
1457582400000,LAL,CLE,-12,0.2153846153846154,0.7142857142857143
1457582400000,DEN,PHO,18,0.40625,0.265625
1457582400000,TOR,ATL,8,0.6774193548387096,0.5625
1457668800000,BOS,HOU,-4,0.6,0.5
1457668800000,PHI,BRK,6,0.125,0.28125
1457668800000,GSW,POR,16,0.9047619047619048,0.5230769230769231
1457668800000,OKC,MIN,-3,0.6875,0.3076923076923077
1457668800000,CHI,MIA,-22,0.5079365079365079,0.578125
1457668800000,SAC,ORL,-7,0.3968253968253968,0.42857142857142855
1457668800000,CHO,DET,15,0.5555555555555556,0.515625
1457668800000,MEM,NOP,7,0.59375,0.38095238095238093
1457668800000,UTA,WAS,21,0.453125,0.47619047619047616
1457668800000,LAC,NYK,7,0.6507936507936508,0.4090909090909091
1457755200000,PHI,DET,-14,0.13846153846153847,0.5076923076923077
1457755200000,POR,ORL,37,0.5151515151515151,0.4375
1457755200000,GSW,PHO,7,0.90625,0.26153846153846155
1457755200000,DAL,IND,-7,0.5076923076923077,0.53125
1457755200000,MIL,NOP,11,0.4153846153846154,0.375
1457755200000,CHO,HOU,16,0.5625,0.5076923076923077
1457755200000,ATL,MEM,12,0.5538461538461539,0.6
1457755200000,TOR,MIA,8,0.6825396825396826,0.5846153846153846
1457755200000,SAS,OKC,8,0.8461538461538461,0.676923076923077
1457755200000,DEN,WAS,16,0.4153846153846154,0.46875
1457841600000,LAC,CLE,-24,0.65625,0.71875
1457841600000,ATL,IND,29,0.5606060606060606,0.5384615384615384
1457841600000,SAC,UTA,-9,0.390625,0.46153846153846156
1457841600000,LAL,NYK,-3,0.21212121212121213,0.40298507462686567
1457841600000,BRK,MIL,-9,0.27692307692307694,0.42424242424242425
1457924400000,TOR,CHI,-2,0.6875,0.5
1457924400000,WAS,DET,43,0.46153846153846156,0.5151515151515151
1457924400000,HOU,MEM,49,0.5,0.5909090909090909
1457924400000,GSW,NOP,18,0.9076923076923077,0.36923076923076925
1457924400000,PHO,MIN,3,0.25757575757575757,0.3181818181818182
1457924400000,MIA,DEN,5,0.5757575757575758,0.42424242424242425
1457924400000,OKC,POR,34,0.6666666666666666,0.5223880597014925
1457924400000,UTA,CLE,9,0.4696969696969697,0.7230769230769231
1457924400000,CHO,DAL,-11,0.5692307692307692,0.5
1458010800000,MIL,TOR,-18,0.43283582089552236,0.676923076923077
1458010800000,IND,BOS,5,0.5303030303030303,0.5909090909090909
1458010800000,ORL,DEN,6,0.4307692307692308,0.417910447761194
1458010800000,SAS,LAC,21,0.8484848484848485,0.6461538461538462
1458010800000,LAL,SAC,-8,0.208955223880597,0.38461538461538464
1458010800000,BRK,PHI,17,0.2727272727272727,0.13636363636363635
1458097200000,CLE,DAL,1,0.7121212121212122,0.5074626865671642
1458097200000,BOS,OKC,-21,0.582089552238806,0.6716417910447762
1458097200000,CHO,ORL,8,0.5606060606060606,0.4393939393939394
1458097200000,SAC,NOP,-15,0.3939393939393939,0.36363636363636365
1458097200000,WAS,CHI,21,0.4696969696969697,0.5076923076923077
1458097200000,HOU,LAC,-16,0.5074626865671642,0.6363636363636364
1458097200000,GSW,NYK,36,0.9090909090909091,0.4117647058823529
1458097200000,DET,ATL,-4,0.5074626865671642,0.5671641791044776
1458097200000,MEM,MIN,-6,0.582089552238806,0.31343283582089554
1458183600000,SAS,POR,8,0.8507462686567164,0.5147058823529411
1458183600000,MIA,CHO,-3,0.582089552238806,0.5671641791044776
1458183600000,UTA,PHO,34,0.47761194029850745,0.26865671641791045
1458183600000,MIL,MEM,10,0.4264705882352941,0.5735294117647058
1458183600000,IND,TOR,-7,0.5373134328358209,0.6818181818181818
1458183600000,PHI,WAS,-5,0.13432835820895522,0.47761194029850745
1458183600000,ATL,DEN,18,0.5735294117647058,0.4117647058823529
1458183600000,CHI,BRK,16,0.5,0.2835820895522388
1458270000000,DET,SAC,7,0.5,0.3880597014925373
1458270000000,HOU,MIN,5,0.5,0.3235294117647059
1458270000000,DAL,GSW,-18,0.5,0.9104477611940298
1458270000000,PHI,OKC,-14,0.1323529411764706,0.6764705882352942
1458270000000,TOR,BOS,14,0.6865671641791045,0.5735294117647058
1458270000000,LAL,PHO,-5,0.20588235294117646,0.2647058823529412
1458270000000,ORL,CLE,-6,0.43283582089552236,0.7164179104477612
1458270000000,NOP,POR,-5,0.373134328358209,0.5072463768115942
1458356400000,CHI,UTA,7,0.5074626865671642,0.4852941176470588
1458356400000,SAS,GSW,8,0.8529411764705882,0.9117647058823529
1458356400000,IND,OKC,-4,0.5294117647058824,0.6811594202898551
1458356400000,CHO,DEN,-8,0.5735294117647058,0.4057971014492754
1458356400000,ATL,HOU,12,0.5797101449275363,0.5072463768115942
1458356400000,DET,BRK,12,0.5072463768115942,0.27941176470588236
1458356400000,MIA,CLE,21,0.5735294117647058,0.7205882352941176
1458356400000,WAS,NYK,10,0.4852941176470588,0.4057971014492754
1458356400000,MEM,LAC,11,0.5652173913043478,0.6417910447761194
1458442800000,NOP,LAC,4,0.36764705882352944,0.6323529411764706
1458442800000,DAL,POR,12,0.4927536231884058,0.5142857142857142
1458442800000,NYK,SAC,-8,0.4,0.38235294117647056
1458442800000,PHI,BOS,-15,0.13043478260869565,0.5652173913043478
1458442800000,MIL,UTA,-9,0.43478260869565216,0.4782608695652174
1458442800000,TOR,ORL,5,0.6911764705882353,0.4264705882352941
1458529200000,BOS,ORL,11,0.5714285714285714,0.42028985507246375
1458529200000,MIN,GSW,-5,0.3188405797101449,0.8985507246376812
1458529200000,ATL,WAS,-15,0.5857142857142857,0.4927536231884058
1458529200000,CHO,SAS,3,0.5652173913043478,0.855072463768116
1458529200000,CHI,SAC,7,0.5147058823529411,0.391304347826087
1458529200000,CLE,DEN,33,0.7101449275362319,0.4142857142857143
1458529200000,DET,MIL,1,0.5142857142857142,0.42857142857142855
1458529200000,IND,PHI,16,0.5217391304347826,0.12857142857142856
1458529200000,PHO,MEM,-6,0.2753623188405797,0.5714285714285714
1458615600000,OKC,HOU,4,0.6857142857142857,0.5
1458615600000,LAL,MEM,7,0.2028985507246377,0.5774647887323944
1458615600000,NOP,MIA,-14,0.37681159420289856,0.5797101449275363
1458615600000,BRK,CHO,-5,0.2753623188405797,0.5714285714285714
1458702000000,SAS,MIA,24,0.8428571428571429,0.5857142857142857
1458702000000,CLE,MIL,9,0.7142857142857143,0.4225352112676056
1458702000000,POR,DAL,6,0.5070422535211268,0.5
1458702000000,BOS,TOR,12,0.5774647887323944,0.6956521739130435
1458702000000,PHO,LAL,12,0.2714285714285714,0.21428571428571427
1458702000000,DEN,PHI,1,0.4084507042253521,0.1267605633802817
1458702000000,CHI,NYK,-8,0.5217391304347826,0.39436619718309857
1458702000000,WAS,ATL,-21,0.5,0.5774647887323944
1458702000000,GSW,LAC,16,0.9,0.6231884057971014
1458702000000,MIN,SAC,9,0.3142857142857143,0.38571428571428573
1458702000000,DET,ORL,16,0.5211267605633803,0.4142857142857143
1458702000000,HOU,UTA,-2,0.49295774647887325,0.4857142857142857
1458788400000,LAC,POR,2,0.6142857142857143,0.5138888888888888
1458788400000,IND,NOP,8,0.5285714285714286,0.37142857142857144
1458788400000,OKC,UTA,22,0.6901408450704225,0.49295774647887325
1458788400000,NYK,CHI,12,0.4027777777777778,0.5142857142857142
1458788400000,BRK,CLE,9,0.2714285714285714,0.7183098591549296
1458874800000,GSW,DAL,8,0.9014084507042254,0.49295774647887325
1458874800000,ATL,MIL,11,0.5833333333333334,0.4166666666666667
1458874800000,DET,CHO,7,0.5277777777777778,0.5774647887323944
1458874800000,WAS,MIN,-3,0.49295774647887325,0.323943661971831
1458874800000,LAL,DEN,-11,0.2112676056338028,0.4166666666666667
1458874800000,SAS,MEM,6,0.8450704225352113,0.5694444444444444
1458874800000,MIA,ORL,11,0.5774647887323944,0.4084507042253521
1458874800000,SAC,PHO,22,0.38028169014084506,0.28169014084507044
1458874800000,HOU,TOR,3,0.4861111111111111,0.6857142857142857
1458961200000,PHO,BOS,-3,0.2777777777777778,0.5833333333333334
1458961200000,MIN,UTA,-9,0.3333333333333333,0.4861111111111111
1458961200000,ORL,CHI,22,0.4027777777777778,0.5070422535211268
1458961200000,MIL,CHO,-24,0.410958904109589,0.5694444444444444
1458961200000,POR,PHI,3,0.5068493150684932,0.125
1458961200000,OKC,SAS,19,0.6944444444444444,0.8472222222222222
1458961200000,NYK,CLE,-14,0.410958904109589,0.7083333333333334
1458961200000,BRK,IND,10,0.28169014084507044,0.5352112676056338
1458961200000,DET,ATL,-17,0.5342465753424658,0.589041095890411
1458961200000,NOP,TOR,-24,0.36619718309859156,0.676056338028169
1459047600000,GSW,PHI,12,0.9027777777777778,0.1232876712328767
1459047600000,LAL,WAS,-13,0.20833333333333334,0.4861111111111111
1459047600000,IND,HOU,3,0.5277777777777778,0.4931506849315068
1459047600000,SAC,DAL,22,0.3888888888888889,0.4861111111111111
1459047600000,LAC,DEN,15,0.6197183098591549,0.4246575342465753
1459134000000,NOP,NYK,8,0.3611111111111111,0.40540540540540543
1459134000000,POR,SAC,12,0.5135135135135135,0.3972602739726027
1459134000000,CHI,ATL,-2,0.5,0.5945945945945946
1459134000000,UTA,LAL,48,0.4931506849315068,0.2054794520547945
1459134000000,LAC,BOS,24,0.625,0.589041095890411
1459134000000,DEN,DAL,-9,0.4189189189189189,0.4794520547945205
1459134000000,MIN,PHO,5,0.3287671232876712,0.273972602739726
1459134000000,TOR,OKC,-19,0.6805555555555556,0.6986301369863014
1459134000000,MIA,BRK,11,0.5833333333333334,0.2916666666666667
1459134000000,MEM,SAS,-14,0.5616438356164384,0.8356164383561644
1459220400000,PHI,CHO,-15,0.12162162162162163,0.5753424657534246
1459220400000,DET,OKC,6,0.527027027027027,0.7027027027027027
1459220400000,ORL,BRK,34,0.410958904109589,0.2876712328767123
1459220400000,GSW,WAS,8,0.9041095890410958,0.4931506849315068
1459220400000,IND,CHI,-2,0.5342465753424658,0.4931506849315068
1459220400000,CLE,HOU,-6,0.7123287671232876,0.4864864864864865
1459306800000,SAS,NOP,8,0.8378378378378378,0.3698630136986301
1459306800000,LAL,MIA,2,0.20270270270270271,0.589041095890411
1459306800000,SAC,WAS,9,0.3918918918918919,0.4864864864864865
1459306800000,DAL,NYK,2,0.4864864864864865,0.4
1459306800000,MIN,LAC,-20,0.33783783783783783,0.6301369863013698
1459306800000,TOR,ATL,8,0.6712328767123288,0.6
1459306800000,MIL,PHO,11,0.40540540540540543,0.2702702702702703
1459306800000,MEM,DEN,-4,0.5540540540540541,0.41333333333333333
1459306800000,UTA,GSW,-7,0.5,0.9054054054054054
1459393200000,OKC,LAC,2,0.6933333333333334,0.6351351351351351
1459393200000,CLE,BRK,20,0.7027027027027027,0.28378378378378377
1459393200000,NOP,DEN,6,0.36486486486486486,0.42105263157894735
1459393200000,HOU,CHI,-3,0.49333333333333335,0.5
1459393200000,POR,BOS,7,0.52,0.581081081081081
1459393200000,IND,ORL,-20,0.527027027027027,0.4189189189189189
1459479600000,MIL,ORL,3,0.41333333333333333,0.4266666666666667
1459479600000,PHO,WAS,-7,0.26666666666666666,0.48
1459479600000,NYK,BRK,14,0.39473684210526316,0.28
1459479600000,CHO,PHI,9,0.581081081081081,0.12
1459479600000,UTA,MIN,13,0.49333333333333335,0.3333333333333333
1459479600000,GSW,BOS,-3,0.9066666666666666,0.5733333333333334
1459479600000,SAC,MIA,-6,0.4,0.581081081081081
1459479600000,MEM,TOR,-4,0.5466666666666666,0.6756756756756757
1459479600000,ATL,CLE,-2,0.5921052631578947,0.7066666666666667
1459479600000,DET,DAL,-9,0.5333333333333333,0.49333333333333335
1459566000000,SAS,TOR,7,0.84,0.68
1459566000000,CHI,DET,-4,0.5066666666666667,0.5263157894736842
1459566000000,DEN,SAC,-9,0.4155844155844156,0.39473684210526316
1459566000000,PHI,IND,-13,0.11842105263157894,0.52
1459566000000,POR,MIA,17,0.5263157894736842,0.5866666666666667
1459652400000,BRK,NOP,-19,0.27631578947368424,0.37333333333333335
1459652400000,MIL,CHI,-4,0.42105263157894735,0.5
1459652400000,LAL,BOS,-7,0.21333333333333335,0.5789473684210527
1459652400000,MIN,DAL,-10,0.32894736842105265,0.5
1459652400000,LAC,WAS,5,0.6266666666666667,0.4868421052631579
1459652400000,NYK,IND,-5,0.4025974025974026,0.5263157894736842
1459652400000,CLE,CHO,9,0.7105263157894737,0.5866666666666667
1459652400000,HOU,OKC,8,0.4868421052631579,0.6973684210526315
1459652400000,GSW,POR,25,0.8947368421052632,0.5324675324675324
1459652400000,PHO,UTA,-15,0.2631578947368421,0.5
1459652400000,ORL,MEM,12,0.42105263157894735,0.5394736842105263
1459825200000,TOR,CHO,6,0.6710526315789473,0.5789473684210527
1459825200000,MIA,DET,18,0.5789473684210527,0.5324675324675324
1459825200000,ATL,PHO,13,0.5844155844155844,0.2597402597402597
1459825200000,GSW,MIN,-7,0.8961038961038961,0.3246753246753247
1459825200000,DEN,OKC,-22,0.41025641025641024,0.6883116883116883
1459825200000,UTA,SAS,-2,0.5064935064935064,0.8421052631578947
1459825200000,MEM,CHI,16,0.5324675324675324,0.5064935064935064
1459825200000,PHI,NOP,14,0.11688311688311688,0.3815789473684211
1459825200000,LAC,LAL,22,0.631578947368421,0.21052631578947367
1459825200000,SAC,POR,-8,0.4025974025974026,0.5256410256410257
1459825200000,MIL,CLE,-29,0.4155844155844156,0.7142857142857143
1459911600000,DAL,HOU,2,0.5064935064935064,0.4935064935064935
1459911600000,ORL,DET,-4,0.42857142857142855,0.5256410256410257
1459911600000,WAS,BRK,18,0.4805194805194805,0.2727272727272727
1459911600000,NYK,CHO,-14,0.3974358974358974,0.5714285714285714
1459911600000,IND,CLE,14,0.5324675324675324,0.717948717948718
1459911600000,LAL,LAC,-10,0.2077922077922078,0.6363636363636364
1459911600000,BOS,NOP,7,0.5844155844155844,0.37662337662337664
1459911600000,POR,OKC,5,0.5316455696202531,0.6923076923076923
1459998000000,ATL,TOR,8,0.5897435897435898,0.6753246753246753
1459998000000,SAC,MIN,-8,0.3974358974358974,0.3333333333333333
1459998000000,GSW,SAS,11,0.8846153846153846,0.8441558441558441
1459998000000,HOU,PHO,-9,0.48717948717948717,0.2564102564102564
1459998000000,MIA,CHI,8,0.5844155844155844,0.5
1460084400000,UTA,LAC,-3,0.5,0.6410256410256411
1460084400000,PHI,NYK,-7,0.1282051282051282,0.3924050632911392
1460084400000,TOR,IND,13,0.6666666666666666,0.5384615384615384
1460084400000,DAL,MEM,10,0.5128205128205128,0.5384615384615384
1460084400000,NOP,LAL,8,0.3717948717948718,0.20512820512820512
1460084400000,DET,WAS,13,0.5316455696202531,0.48717948717948717
1460084400000,BOS,MIL,15,0.5897435897435898,0.41025641025641024
1460084400000,CHO,BRK,14,0.5769230769230769,0.2692307692307692
1460084400000,ORL,MIA,3,0.4230769230769231,0.5897435897435898
1460084400000,DEN,SAS,4,0.4050632911392405,0.8333333333333334
1460170800000,NOP,PHO,-21,0.379746835443038,0.26582278481012656
1460170800000,CHI,CLE,3,0.4936708860759494,0.7088607594936709
1460170800000,ATL,BOS,11,0.5949367088607594,0.5949367088607594
1460170800000,SAC,OKC,2,0.3924050632911392,0.6835443037974683
1460170800000,POR,MIN,-1,0.5375,0.34177215189873417
1460170800000,MEM,GSW,-1,0.5316455696202531,0.8860759493670886
1460257200000,PHI,MIL,-1,0.12658227848101267,0.4050632911392405
1460257200000,HOU,LAL,20,0.4810126582278481,0.20253164556962025
1460257200000,LAC,DAL,7,0.6455696202531646,0.5189873417721519
1460257200000,MIA,ORL,22,0.5822784810126582,0.43037974683544306
1460257200000,SAS,GSW,-6,0.8227848101265823,0.8875
1460257200000,DEN,UTA,-16,0.4125,0.4936708860759494
1460257200000,IND,BRK,24,0.5316455696202531,0.26582278481012656
1460257200000,WAS,CHO,15,0.4810126582278481,0.5822784810126582
1460257200000,NYK,TOR,-4,0.4,0.6708860759493671
1460343600000,UTA,DAL,-9,0.5,0.5125
1460343600000,NOP,CHI,-5,0.375,0.5
1460343600000,MIN,HOU,-24,0.35,0.4875
1460343600000,CLE,ATL,15,0.7,0.6
1460343600000,OKC,LAL,33,0.675,0.2
1460343600000,BRK,WAS,-9,0.2625,0.4875
1460343600000,PHO,SAC,-4,0.275,0.4
1460343600000,ORL,MIL,9,0.425,0.4125
1460343600000,BOS,CHO,-14,0.5875,0.575
1460430000000,LAC,MEM,26,0.65,0.525
1460430000000,TOR,PHI,24,0.675,0.125
1460430000000,DET,MIA,-6,0.5375,0.5875
1460430000000,SAS,OKC,4,0.8125,0.6790123456790124
1460430000000,IND,NYK,12,0.5375,0.3950617283950617
1460516400000,PHO,LAC,9,0.2716049382716049,0.654320987654321
1460516400000,MIL,IND,-5,0.4074074074074074,0.5432098765432098
1460516400000,LAL,UTA,5,0.19753086419753085,0.49382716049382713
1460516400000,CLE,DET,-2,0.7037037037037037,0.5308641975308642
1460516400000,POR,DEN,8,0.5308641975308642,0.4074074074074074
1460516400000,CHI,PHI,10,0.5061728395061729,0.12345679012345678
1460516400000,BOS,MIA,10,0.5802469135802469,0.5925925925925926
1460516400000,CHO,ORL,14,0.5802469135802469,0.43209876543209874
1460516400000,WAS,ATL,11,0.49382716049382713,0.5925925925925926
1460516400000,GSW,MEM,21,0.8888888888888888,0.5185185185185185
1460516400000,DAL,SAS,-5,0.5185185185185185,0.8148148148148148
1460516400000,BRK,TOR,-7,0.25925925925925924,0.6790123456790124
1460516400000,HOU,SAC,35,0.49382716049382713,0.4074074074074074
1460516400000,MIN,NOP,35,0.345679012345679,0.37037037037037035
1477364400000,GSW,SAS,-29,0.5,0.5
1477364400000,POR,UTA,9,0.5,0.5
1477364400000,CLE,NYK,29,0.5,0.5
1477450800000,IND,DAL,9,0.5,0.5
1477450800000,TOR,DET,18,0.5,0.5
1477450800000,LAL,HOU,6,0.5,0.5
1477450800000,MEM,MIN,4,0.5,0.5
1477450800000,ORL,MIA,-12,0.5,0.5
1477450800000,NOP,DEN,-5,0.5,0.5
1477450800000,BOS,BRK,5,0.5,0.5
1477450800000,MIL,CHO,-11,0.5,0.5
1477450800000,PHI,OKC,-6,0.5,0.5
1477450800000,PHO,SAC,-19,0.5,0.5
1477537200000,POR,LAC,-8,1,0.5
1477537200000,CHI,BOS,6,0.5,1
1477537200000,ATL,WAS,15,0.5,0.5
1477537200000,SAC,SAS,-8,1,1
1477623600000,NOP,GSW,-8,0,0
1477623600000,OKC,PHO,3,1,0
1477623600000,UTA,LAL,7,0,1
1477623600000,MIA,CHO,-6,1,1
1477623600000,DET,ORL,26,0,0
1477623600000,BRK,IND,9,0,1
1477623600000,TOR,CLE,-3,1,1
1477623600000,DAL,HOU,-8,0,0
1477710000000,CHO,BOS,-6,1,0.5
1477710000000,SAC,MIN,3,0.5,0
1477710000000,CHI,IND,17,1,0.5
1477710000000,DEN,POR,-2,1,0.5
1477710000000,MIL,BRK,2,0,0.5
1477710000000,CLE,ORL,6,1,0
1477710000000,SAS,NOP,19,1,0
1477710000000,NYK,MEM,7,0,1
1477710000000,PHI,ATL,-32,0,1
1477796400000,OKC,LAL,17,1,0.5
1477796400000,LAC,UTA,13,1,0.5
1477796400000,MEM,WAS,9,0.5,0
1477796400000,HOU,DAL,1,0.5,0
1477796400000,MIA,SAS,-7,0.5,1
1477796400000,PHO,GSW,-6,0,0.5
1477796400000,DET,MIL,15,0.5,0.5
1477882800000,TOR,DEN,3,0.5,0.5
1477882800000,BRK,CHI,-30,0.3333333333333333,1
1477882800000,LAC,PHO,18,1,0
1477882800000,ATL,SAC,11,1,0.6666666666666666
1477969200000,DET,NYK,13,0.6666666666666666,0.5
1477969200000,NOP,MIL,-4,0,0.3333333333333333
